url,status,title,meta_description,h1,word_count,canonical,robots,indexable,page_type,flags
https://mahanakornco.com/products/thai-glutinous-rice,200,"Thai Glutinous Rice | MAHANAKORN","Characteristics: Variety: Glutinous Rice (Oryza sativa var. glutinosa) Texture: The hallmark of glutinous rice is its sticky, chewy texture when cooked, making it perfect for dishes where a...","Thai Glutinous Rice",799,,index, follow,true,Product,"description_too_long; missing_canonical"
https://mahanakornco.com/products/thai-glutinous-rice-25-broken,200,"Thai Glutinous Rice 25% Broken | MAHANAKORN","Chemical Specifications: Moisture Content: Typically maintained at levels not exceeding 14% to ensure optimal storage and quality retention. Purity: Rigorous quality checks to ensure absence of...","Thai Glutinous Rice 25% Broken",490,,index, follow,true,Product,"description_too_long; missing_canonical"
https://mahanakornco.com/products/thai-hom-patum-rice,200,"Thai Hom Patum Rice | MAHANAKORN","Thai Hom Patum Rice RD31(Pathum Thani 80) has been certified since 6 March 2007. Harvesting period is 110 days. A short period after cooking, the rice has fragrance and soft texture. Since the grains have amylose around 27.3 – 29.8 % so, once the rice temperature becomes low, the texture becomes harder.","Thai Hom Patum Rice",541,,index, follow,true,Product,"description_too_long; missing_canonical"
https://mahanakornco.com/products/thai-jasmine-black-cargo-rice,200,"Thai Jasmine Black Cargo Rice | MAHANAKORN","Thai Jasmine Black Cargo Rice is black color, comes with good taste and its unique fragrance . Only its husk has been removed to retain its nutrients, vitamins and mineral. Jasmine Black Cargo...","Thai Jasmine Black Cargo Rice",440,,index, follow,true,Product,"description_too_long; missing_canonical"
https://mahanakornco.com/products/thai-jasmine-red-cargo-rice,200,"Thai Jasmine Red Cargo Rice | MAHANAKORN","Thai Red Cargo Rice is a variety of non-glutinous long-grain rice, related to brown rice, in that it is simple rice, merely the color of the fiber is purple, maroon or red. Only the shells of the rice grains are detached through the milling procedure, recalling all the vitamins, nutrients and minerals entire in the bran cover and in the kernel.","Thai Jasmine Red Cargo Rice",562,,index, follow,true,Product,"description_too_long; missing_canonical"
https://mahanakornco.com/products/thai-long-grain-rice,200,"Thai Long Grain Rice | MAHANAKORN","Specifications: Type: Rice Texture: Soft Kind: White Rice Variety: Long-Grain Rice Style: Dried Cultivation Type: Common Color: White Broken Ratio (%): 25 % Max. Moisture (%): 14 % Admixture (%):...","Thai Long Grain Rice",619,,index, follow,true,Product,"description_too_long; missing_canonical"
https://mahanakornco.com/products/thai-parboiled-rice,200,"Thai Parboiled Rice | MAHANAKORN","Technical Data: Variety: Thai Parboiled Rice (Oryza sativa) Grain Type: Medium to long grains Processing: Parboiled to retain nutrients and enhance grain firmness Color: Translucent golden grains...","Thai Parboiled Rice",667,,index, follow,true,Product,"description_too_long; missing_canonical"
https://mahanakornco.com/products/thai-riceberry-rice,200,"Thai Riceberry Rice | MAHANAKORN","Thai Riceberry Rice Vitamin A equiv.beta-Carotene: 1%63 μg Vitamin E: 5% 0.68 mg Iron: 10% 1.8 mg Minerals: Quantity %DV † Zinc: 29% 3.2 mg Origin : Thailand","Thai Riceberry Rice",408,,index, follow,true,Product,"missing_canonical"
https://mahanakornco.com/products/thai-white-rice-100-broken,200,"Thai White rice 100% broken | MAHANAKORN","We (MAHANAKORN NAKO NAGARAJ CO., LTD) are the prominent Parboiled Broken Rice A1 Exporter and Supplier in Thailand. We are contributory in delivering to our valued customer’s superior quality Broken Parboiled Rice A1 which is obtainable with following specification at the lowest price","Thai White rice 100% broken",711,,index, follow,true,Product,"description_too_long; missing_canonical"
https://mahanakornco.com/products/thai-white-rice-100-sortexed,200,"Thai White Rice 100% Sortexed | MAHANAKORN","Thai White rice 100% sortexed is a premium variety of rice that has undergone a meticulous sorting process to ensure exceptional quality. Sourced from the fertile fields of Thailand, this rice is renowned for its pure white grains that are long, slender, and fluffy in texture. The sortexing technique employed in its production involves the use of cutting-edge technology to meticulously sort and remove any impurities such as broken grains, stones, or husks. This ensures that only the finest, most uniform grains make it to your plate.","Thai White Rice 100% Sortexed",785,,index, follow,true,Product,"description_too_long; missing_canonical"
https://mahanakornco.com/products/urea,200,"UREA | MAHANAKORN","Urea is a neutral quick-acting fertilizer with a chemical formula of CO(NH2)2 and a nitrogen content of up to 46%. ‌‌Urea is a white crystal that is tasteless and odorless, easily soluble in...","UREA",971,,index, follow,true,Product,"description_too_long; missing_canonical"
https://mahanakornco.com/products/vanproz-growth-enhancer-organic-fertilizer-agribegri,200,"Vanproz Growth Enhancer Organic Fertilizer | AgriBegri | MAHANAKORN","Shop For Vanproz Super Potassium Humate (98%) Organic Fertilizer Online From AgriBegri With Free Nationwide Delivery Service.","Vanproz Growth Enhancer Organic Fertilizer | AgriBegri",386,,index, follow,true,Product,"title_too_long; multiple_h1; missing_canonical"
https://mahanakornco.com/products/vhp-sugar,200,"VHP SUGAR | MAHANAKORN","VHP (Very High Polarization) Sugar from MAHANAKORN NAKO NAGARAJ CO., LTD is a premium sugar known for its high purity and exceptional sweetness. Derived from Thailand&#x27;s fertile sugarcane...","VHP SUGAR",588,,index, follow,true,Product,"description_too_long; missing_canonical"
https://mahanakornco.com/products/white-rice-5-broken,200,"White Rice 5% Broken | MAHANAKORN","We (MAHANAKORN NAKO NAGARAJ CO., LTD) are the prominent Thai White Rice 5% Broken Exporter and Supplier in Thailand. We are contributory in delivering to our valued customer’s superior quality 5 Percent White Rice which is obtainable with following specification at the lowest price.","White Rice 5% Broken",471,,index, follow,true,Product,"description_too_long; missing_canonical"
https://mahanakornco.com/products/whole-chicken-griller,200,"Whole Chicken (Griller) | MAHANAKORN","100% HALAL 100% Organic Food 100% Fresh Not Chemicals","Whole Chicken (Griller)",335,,index, follow,true,Product,"missing_canonical"
https://mahanakornco.com/products/zinc-sulfate-heptahydrate,200,"Zinc Sulfate Heptahydrate | MAHANAKORN","Zinc is the forming element of many enzymes and hormone, and participates in
metabolism of protein, carbohydrate as well as lipid. When lack of zinc, animals
exhibit inappetence, slow growth, thick and disorderly clothing hair, depilation, dry
and chappy skin and unease-cure wound. Adding high dosage zinc in initial feed for
sucking can reduce diarrhea and increase weight.","Zinc Sulfate Heptahydrate",753,,index, follow,true,Product,"description_too_long; missing_canonical"
